// Compost colors for crystalcraft_unlimited_java. You may add your own colors, change existing ones, or remove colors that aren't needed.
adamantite, #ff36ff
red_catseye_1_armor_helmet, #931f1f
red_catseye_1_armor_leggings, #9e2222
red_catseye_axe, #872a2c
red_catseye_hoe_recipe, #721c1c
red_catseye_pickaxe_recipe, #781516
red_catseye_shovel, #9b2626
red_catseye_sword, #a11e1e
red_cyber_crystal_sword, #cc2f2f
red_cyber_sword, #ff5555
red_diamond, #ff5757
red_diamond_armot_boots, #ff1515
red_diamond_armot_chestplate, #ff1c1c
red_diamond_armot_helmet, #ff0e0e
red_diamond_armot_leggings, #ff1414
red_diamond_axe, #ff2525
red_diamond_hoe_recipe, #cc1212
red_diamond_pickaxe, #d01616
red_diamond_shovel, #d40c0c
red_diamond_sword, #fa1818
red_pearl, #ff6280
red_pearl_1_armor_boots, #ff2c47
red_pearl_1_armor_chestplate, #ff4762
red_pearl_1_armor_helmet, #ff1f3a
red_pearl_1_armor_leggings, #ff3d58
red_pearl_axe, #ae3243
red_pearl_hoe, #832030
red_pearl_pickaxe, #9b202d
red_pearl_shovel_recipe, #971b29
red_pearl_sword, #fb2c41
redstone_armor_boots, #d03a37
redstone_armor_chestplate, #cf2823
redstone_armor_helmet, #c02a26
redstone_armor_leggings, #cd332f
redstone_axe, #f04440
redstone_hoe, #eb3e39
redstone_pickaxe, #eb3e3a
redstone_shovel, #f04b46
redstone_sword, #e83934
rhodiu_axe, #b25e7d
rhodiu_hoe, #a77084
rhodiu_pickaxe, #aa647d
rhodiu_shovel, #c07590
rhodiu_sword, #b53e6b
rhodium, #d2477a
rhodium_armor_boots, #9a2350
rhodium_armor_chestplate, #b63262
rhodium_armor_helmet, #aa2a5a
rhodium_armor_leggings, #9e2652
rhodonite, #a44170
rhodonite_a_rmor_boots, #791143
rhodonite_a_rmor_chestplate, #961652
rhodonite_a_rmor_helmet, #5e0430
rhodonite_a_rmor_leggings, #7f1146
rhodonite_axe, #89305c
rhodonite_hoe_recipe, #3e1128
rhodonite_pickaxe, #4b122d
rhodonite_shovel, #752f51
rhodonite_sword, #a0235e
riaritidesutoroiyapurizumu, #79649d
rose_cyber_sword, #ffc6ff
rose_gold, #ffe8ff
rose_gold_axe, #edb8c9
rose_gold_hoe, #d0a1b2
rose_gold_pickaxe, #e3a4bb
rose_gold_shovel, #fbcadc
rose_gold_sword, #ffb5d7
rose_quartz, #ffc0ff
rose_quartz_armor_boots, #ff94ff
rose_quartz_armor_chestplate, #ff98ff
rose_quartz_armor_helmet, #ff8eff
rose_quartz_armor_leggings, #ff96ff
rose_quartz_axe, #f187e1
rose_quartz_hoe, #c86eaf
rose_quartz_pickaxe, #de79c3
rose_quartz_shovel, #c38ac3
rose_quartz_sword, #ffd9ff
roses_armor_boots, #ffc8f0
roses_armor_chestplate, #ffdafe
roses_armor_helmet, #ffc0eb
roses_armor_leggings, #ffcaf2
ruby, #ff3c3a
ruby_armor_boots, #dc1616
ruby_armor_chestplate, #ff1515
ruby_armor_helmet, #d40f0f
ruby_armor_leggings, #de1212
ruby_axe, #9e2526
ruby_hoe, #930c0c
ruby_pickaxe, #a50a0a
ruby_shovel, #901e1e
ruby_sword, #d72323
rutheniu_axe, #abc35b
rutheniu_hoe, #a2b46f
rutheniu_pickaxe, #a2b861
rutheniu_shovel, #b9d070
rutheniu_sword, #aacd36
ruthenium, #c5ed41
ruthenium_armor_boots, #a2c62d
ruthenium_armor_chestplate, #c8ee44
ruthenium_armor_helmet, #a0c32d
ruthenium_armor_leggings, #aacf32
rutil_armor_boots, #ff4d4d
rutil_armor_chestplate, #ff5a5a
rutil_armor_helmet, #f84646
rutil_armor_leggings, #ff5050
rutile, #da3e3e
rutile_axe, #b25051
rutile_hoe, #7f2f2f
rutile_pickaxe, #8c3032
rutile_shovel, #932c2c
rutile_sword, #da4848
saphire, #2dffff
saphire_axe, #26a7b4
saphire_hoe, #c909d
saphire_pickaxe, #1f2296
saphire_sword, #15b6c9
sapphire, #1f25ff
sapphire_armor_boots, #1edef5
sapphire_armor_chestplate, #2dffff
sapphire_armor_helmet, #12eaff
sapphire_armor_leggings, #39e8fb
sapphire_axe, #2937c9
sapphire_hoe, #22257f
sapphire_pickaxe, #aa1af
sapphire_shovel, #c808a
sapphire_sword, #111bd7
sardonyx, #ff7c28
sardonyx_armor_boots, #ff5122
sardonyx_armor_chestplate, #ff6936
sardonyx_armor_helmet, #ff4e12
sardonyx_armor_leggings, #ff5819
sardonyx_axe, #ae5523
sardonyx_hoe, #9b3e0c
sardonyx_pickaxe, #ae430a
sardonyx_shovel, #973a1c
sardonyx_sword, #f85220
scandium_armor_boots, #a79b76
scandium_armor_chestplate, #c2b68d
scandium_armor_helmet, #a49873
scandium_armor_leggings, #afa27c
scandium_axe, #a8a28d
scandium_hoe, #989486
scandium_ingot, #cabf97
scandium_pickaxe, #979180
scandium_shovel, #b1ab96
scandium_sword, #a29879
seaborgium, #ff8c00
seaborgium_armor_boots, #ff8d04
seaborgium_armor_chestplate, #ff8204
seaborgium_armor_helmet, #ff6e00
seaborgium_armor_leggings, #ff8404
seaborgium_hoe, #ff9307
seaborgium_shovel, #ff9804
seagull_x, #faf2d7
serpentin_armor_boots, #9dea11
serpentin_armor_chestplate, #b5ff15
serpentin_armor_helmet, #96e10b
serpentin_armor_leggings, #a4f50f
serpentine, #c5ff26
serpentine_axe, #7fac2a
serpentine_hoe, #48680e
serpentine_pickaxe, #618918
serpentine_shovel, #688d25
serpentine_sword, #82be12
shadow_armor_boots, #1e1e1e
shadow_armor_chestplate, #2f2f2f
shadow_armor_helmet, #1b1b1b
shadow_armor_leggings, #222222
shadow_cyber_sword, #9d9797
shadow_diamond, #474747
shadow_diamond_axe, #3a3a3a
shadow_diamond_sword, #444444
silicium, #d4cde7
silicium_a_xe, #a7a1b4
silicium_hoe, #a19ea8
silicium_pickaxe, #a4a0ac
silicium_shovel, #c2bfcc
silicium_sword, #9d96ae
siliciun_armor_boots, #968ea7
siliciun_armor_chestplate, #b5acc8
siliciun_armor_helmet, #867f98
siliciun_armor_leggings, #9890ab
silver, #ffffff
silver_armor_boots, #ffffff
silver_armor_chestplate, #ffffff
silver_armor_helmet, #ffffff
silver_armor_leggings, #ffffff
silver_axe, #acaaaa
silver_hoe, #e3e3e3
silver_pickaxe, #e4e4e4
silver_shovel, #e6e6e6
silver_sword, #e7e7e7
simoganium, #c85f00
simoganium_a_xe, #ffa752
simoganium_hoe, #ff983d
simoganium_pickaxe, #ff9b3d
simoganium_shovel, #ff9a3e
simoganium_sword, #fb8e2c
simoganiumm_armor_boots, #fc9d46
simoganiumm_armor_chestplate, #ff9833
simoganiumm_armor_helmet, #eb903c
simoganiumm_armor_leggings, #fc973c
simonium, #7500bf
simonium_armor_armor_boots, #a437eb
simonium_armor_armor_chestplate, #9e22ee
simonium_armor_armor_helmet, #9323dd
simonium_armor_armor_leggings, #9e2aea
simonium_axe, #ab34f7
simonium_hoe, #a123f1
simonium_pickaxe, #a428f2
simonium_shovel, #ac3ef2
simonium_sword, #b234fe
smokey_quartz_pickaxe, #7c583e
smoky_quartz, #d3965c
smoky_quartz_armor_boots, #ae723c
smoky_quartz_armor_chestplate, #bb7f47
smoky_quartz_armor_helmet, #a76c37
smoky_quartz_armor_leggings, #b97c43
smoky_quartz_axe, #806151
smoky_quartz_hoe, #70513a
smoky_quartz_shovel, #6e503a
smoky_quartz_sword, #a87c4e
snowflake_axe, #434343
snowflake_hoe, #363636
snowflake_obsidian, #797979
snowflake_obsidian_armor_boots, #5b5b5b
snowflake_obsidian_armor_chestplate, #686868
snowflake_obsidian_armor_helmet, #6c6c6c
snowflake_obsidian_armor_leggings, #555555
snowflake_pickaxe, #3e3e3e
snowflake_shovel, #3d3d3d
snowflake_sword, #464646
solar_diamond, #ffffee
solar_diamond_armor_boots, #ffffd0
solar_diamond_armor_chestplate, #ffffd7
solar_diamond_armor_helmet, #ffffb2
solar_diamond_armor_leggings, #ffffcc
solar_diamond_axe, #ffffc5
solar_diamond_hoe_recipe, #ffffbb
solar_diamond_pickaxe, #ffffc2
solar_diamond_sword, #ffffc5
solar_shovel, #ffffbe
sonoranite, #3e5025
sonoranite_armor_boots, #3d4e25
sonoranite_armor_chestplate, #4a5c2a
sonoranite_armor_helmet, #3a4b22
sonoranite_armor_leggings, #465728
sonoranite_axe, #3c4a2a
sonoranite_hoe, #323d22
sonoranite_pickaxe, #394822
sonoranite_shovels, #36471e
sonoranite_sword, #3d5120
soul_armor_boots, #3dd7ff
soul_armor_chestplate, #57f0ff
soul_armor_helmet, #2dd0ff
soul_armor_leggings, #41ddff
soul_quartz, #6bebff
soul_quartz_axe, #1297e6
soul_quartz_function, #6bebff
soul_quartz_hoe_recipe, #1ba0d6
soul_quartz_pickaxe, #1ca2da
soul_quartz_shovel, #1fb2ee
soul_quartz_sword, #ba2e6
spinel, #ff5fff
spinel_armor_boots, #f811d7
spinel_armor_chestplate, #ff15ff
spinel_armor_helmet, #eb0bca
spinel_armor_leggings, #ff0fde
spinel_axe, #a42090
spinel_hoe, #b41691
spinel_pickaxe, #c916a2
spinel_shovel, #901e87
spinel_sword, #ee29d7
star_armor_boots, #52c7f
star_armor_chestplate, #2352b9
star_armor_helmet, #52a7c
star_armor_leggings, #73089
star_ruby, #a01f55
star_ruby_1_armor_boots, #8e1246
star_ruby_1_armor_chestplate, #ab255c
star_ruby_1_armor_helmet, #8a083e
star_ruby_1_armor_leggings, #98164d
star_ruby_axe, #c52568
star_ruby_hoe, #8e1e4d
star_ruby_pickaxe, #841c47
star_ruby_shovel, #a01e54
star_ruby_sword, #af1657
star_sapphire, #1f479e
star_sapphire_axe, #2555be
star_sapphire_hoe_recipe, #23489a
star_sapphire_pickaxe, #1f4497
star_sapphire_shovel_recipe, #25448a
star_sapphire_sword, #1541a4
steel, #b8b5b5
steel_1_armor_boots, #9e9e9e
steel_1_armor_chestplate, #b4b2b2
steel_1_armor_helmet, #939191
steel_1_armor_leggings, #a2a1a1
steel_axe, #919090
steel_hoe, #aeaeae
steel_pickaxe, #969696
steel_shovel, #a8a8a8
steel_sword, #949393
stibnite, #757575
stibnite_armor_boots, #706f6f
stibnite_armor_chestplate, #9a9a9a
stibnite_armor_helmet, #666666
stibnite_armor_leggings, #7a7a7a
stibnite_axe, #acacac
stibnite_hoe, #8e8e8e
stibnite_pickaxe, #909090
stibnite_shovel, #808080
stibnite_sword, #7d7d7d
sugilite_axe, #43225e
sugillite, #4a1284
sugillite_armor_boots, #613487
sugillite_armor_chestplate, #64367d
sugillite_armor_helmet, #472964
sugillite_armor_leggings, #5a2d70
sugillite_hoe, #120423
sugillite_pickaxe, #19082f
sugillite_shovel, #1b0b2f
sugillite_sword, #431f6f
sulfur, #ebcd0a
sulfur_armor_boots, #a08a00
sulfur_armor_chestplate, #b59d00
sulfur_armor_helmet, #988300
sulfur_armor_leggings, #a48e00
sulfur_axe, #ffff32
sulfur_hoe, #ffee14
sulfur_pickaxe, #fff014
sulfur_shovel, #4a4619
sulfur_sword, #ffff14
sunset_jasper, #a89633
sunset_jasper_armor_boots, #7a5b16
sunset_jasper_armor_chestplate, #947a15
sunset_jasper_armor_helmet, #875c11
sunset_jasper_armor_leggings, #7a6414
sunset_jasper_axe, #a43e28
sunset_jasper_hoe, #30510c
sunset_jasper_pickaxe, #4e400a
sunset_jasper_shovel, #5f3a23
sunset_jasper_sword, #824719
sunstone, #d77c62
sunstone_armor_boots, #aa5e4a
sunstone_armor_chestplate, #ca765f
sunstone_armor_helmet, #9a4e39
sunstone_armor_leggings, #ae614b
sunstone_axe, #8c5446
sunstone_hoe, #703d2f
sunstone_pickaxe, #7d4333
sunstone_shovel, #6e4034
sunstone_sword, #a45b47
supreme_ultimate_sword, #54a566
tantalum, #c3a4a4
tantalum_armor_boots, #a08787
tantalum_armor_chestplate, #c3a7a7
tantalum_armor_helmet, #8d7575
tantalum_armor_leggings, #a58a8a
tantalum_axe, #948383
tantalum_hoe, #9b9090
tantalum_pickaxe, #9a8c8c
tantalum_shovel, #b1a1a1
tantalum_sword, #988080
tanzanite, #442dff
tanzanite_armor_boots, #220ced
tanzanite_armor_chestplate, #3c26ff
tanzanite_armor_helmet, #200ce1
tanzanite_armor_leggings, #250ff7
tanzanite_axe, #231ea2
tanzanite_hoe, #c1994
tanzanite_pickaxe, #a1ba7
tanzanite_shovel, #162898
tanzanite_sword, #1c28e3
technetium, #acd0d7
technetium_armor_boots, #98bcc5
technetium_armor_chestplate, #b2d9e1
technetium_armor_helmet, #97bbc2
technetium_armor_leggings, #9ec3ca
technetium_axe, #96aaac
technetium_hoe, #96a4a7
technetium_pickaxe, #94a5a8
technetium_shovel, #a8bbbf
technetium_sword, #8dabb1
the_count_cyber_sword, #ff5858
thorium_armor_boots, #68190f
thorium_armor_chestplate, #7c2919
thorium_armor_helmet, #66180e
thorium_armor_leggings, #6e1e12
thorium_axe, #894639
thorium_hoe, #a07973
thorium_ingot, #913c2c
thorium_pickaxe, #9b6b64
thorium_shovel_recipe, #a5786f
thorium_sword, #803429
tigerseye_armor_boots, #a85019
tigerseye_armor_chestplate, #c36930
tigerseye_armor_helmet, #93390a
tigerseye_armor_leggings, #ae551e
tigerseye_axe, #73432a
tigerseye_sword, #803716
tin, #eed9c6
tin_axe, #bfb2a8
tin_hoe, #e1d7cf
tin_pickaxe, #e3d6ca
tin_shovel, #d7cdc5
tin_sword, #bbaa91
titanium, #37309e
titanium_armor_boots, #2272
titanium_armor_chestplate, #2a8e
titanium_armor_helmet, #257f
titanium_armor_leggings, #237a
titanium_axe, #6564ac
titanium_pickaxe, #5a5c8a
titanium_scythe, #66688e
titanium_shovel, #5f5e8d
titanium_sword, #4b4194
topaz, #ff9311
topaz_armor_boots, #dc7305
topaz_armor_chestplate, #ff8c07
topaz_armor_helmet, #cd6b04
topaz_armor_leggings, #e37605
topaz_axe, #ac6423
topaz_hoe, #aa620c
topaz_pickaxe, #bf6c0a
topaz_shovel, #96580e
topaz_sword, #dd841c
tourmaline, #ffff5b
tourmaline_armor_boots, #edf014
tourmaline_armor_chestplate, #ffff16
tourmaline_armor_helmet, #e8f00c
tourmaline_armor_leggings, #ffff18
tourmaline_axe, #9da21f
tourmaline_hoe, #afb20c
tourmaline_pickaxe, #c5c80a
tourmaline_shovel, #90901e
tourmaline_sword, #ccd01f
ttin_armor_boots, #d7c5b4
ttin_armor_chestplate, #edd9c6
ttin_armor_helmet, #cfbbaa
ttin_armor_leggings, #dcc8b6
tungsten, #8ec27c
tungsten_axe, #98b18d
tungsten_hoe, #b2c9aa
tungsten_pickaxe, #a8c39d
tungsten_shovel, #a4bb9a
tungsten_sword, #7da46f
tungstens_armor_boots, #79a469
tungstens_armor_chestplate, #89b876
tungstens_armor_helmet, #6f9a5f
tungstens_armor_leggings, #7ca76b
turquoise, #26ffe3
turquoise_1_armor_boots, #12faca
turquoise_1_armor_chestplate, #18ffe3
turquoise_1_armor_helmet, #cf0c0
turquoise_1_armor_leggings, #12ffcf
turquoise_axe, #28af9a
turquoise_hoe, #cafa0
turquoise_pickaxe, #ac3b2
turquoise_shovel, #1c8a7f
turquoise_sword, #1be0b1
unoptanium, #7914e0
unoptanium_and_plutonium_axe, #5aa080
unoptanium_and_plutonium_hoe, #518c84
unoptanium_and_plutonium_shovel, #3d6fde
unoptanium_and_plutonium_sword, #3a918c
unoptanium_armor_boots, #7218d0
unoptanium_armor_chestplate, #8723f2
unoptanium_armor_helmet, #781bda
unoptanium_armor_leggings, #6f0cd6
unoptanium_axe, #9430f5
unoptanium_pickaxe, #6904c6
unoptanium_scythe, #7905d9
unoptanium_shovel, #7d16d6
unoptanium_sword, #8604da
uranium, #40ff5b
uranium_and_titanium_arrow, #33faff
uranium_and_titanium_axe, #3c7965
uranium_and_titanium_bow, #2ab9c5
uranium_and_titanium_hoe, #396e5f
uranium_and_titanium_pickaxe, #267262
uranium_and_titanium_shovel, #3c7c66
uranium_and_titanium_sword, #295866
uranium_armor_boots, #4dff62
uranium_armor_chestplate, #3cff5b
uranium_armor_helmet, #39ff52
uranium_armor_leggings, #43ff5c
uranium_axe, #70a555
uranium_pickaxe, #80ff91
uranium_scythe, #8dff9d
uranium_shovel, #84fe96
uranium_sword, #7af05e
vanadium_armor_boots, #c36478
vanadium_armor_chestplate, #ed8096
vanadium_armor_helmet, #b8586c
vanadium_armor_leggings, #cc687d
vanadium_axe, #bf7f8d
vanadium_hoe, #b28790
vanadium_ingot, #ee8297
vanadium_pickaxe, #b6808c
vanadium_shovel, #c68d98
vanadium_sword, #c36b7c
vesuvianite, #bbb4bf
vesuvianite_armor_boots, #7987a7
vesuvianite_armor_chestplate, #8397b8
vesuvianite_armor_helmet, #7c87a4
vesuvianite_armor_leggings, #7d94b2
vesuvianite_axe, #70766c
vesuvianite_hoe, #2f7932
vesuvianite_pickaxe, #4d6155
vesuvianite_shovel, #4d6152
vesuvianite_sword, #669676
violet_cyber_sword, #ee68ff
watermelon_armor_boots, #986e43
watermelon_armor_chestplate, #aa875a
watermelon_armor_helmet, #91663c
watermelon_armor_leggings, #9b7548
watermelon_hoe, #5a3029
watermelon_pickaxe, #4d4322
watermelon_shovel, #5c4429
watermelon_tourmaline, #a7a865
watermelon_tourmaline_axe, #656248
watermelon_tourmaline_sword, #a57a58
white_catseye, #ededed
white_catseye_1_armor_boots, #b6b6b6
white_catseye_1_armor_chestplate, #cdcdcd
white_catseye_1_armor_helmet, #bebebe
white_catseye_1_armor_leggings, #bbbbbb
white_catseye_axe, #939193
white_catseye_sword, #bebebe
white_cyber_sword, #fefafa
white_diamond, #ffffff
white_diamond_armor_boots, #c2dae7
white_diamond_armor_chestplate, #edffff
white_diamond_armor_helmet, #b6d0dd
white_diamond_armor_leggings, #d7eaf4
white_diamond_axe_recipe, #b4d0e1
white_diamond_hoe, #b6d0dd
white_diamond_pickaxe, #c0d7e4
white_diamond_shovel, #c2dce8
white_diamond_sword, #a0bcca
white_pearl, #ffffff
white_pearl_1_armor_boots, #ffffff
white_pearl_1_armor_chestplate, #ffffff
white_pearl_1_armor_helmet, #ffffff
white_pearl_1_armor_leggings, #ffffff
white_pearl_axe, #bcbbbc
white_pearl_hoe, #979797
white_pearl_pickaxe, #b6b6b6
white_pearl_shovel, #acacac
white_pearl_sword, #ffffff
white_stone_hoe, #ffffff
whitestone, #969696
whitestone_axe, #ffffff
whitestone_pickaxe, #ffffff
whitestone_shovel, #ffffff
whitestone_sword, #ffffff
whitestones_armor_boots, #ffffff
whitestones_armor_chestplate, #ffffff
whitestones_armor_helmet, #ffffff
whitestones_armor_leggings, #ffffff
wither_armor_boots, #61238e
wither_armor_chestplate, #7529ac
wither_armor_helmet, #571e80
wither_armor_leggings, #642393
wither_axe, #643c93
wither_blade, #5f0e8a
wither_pickaxe, #471869
wither_scythe, #4a186b
withered_steel, #7028a4
witherium_shovel, #5c2283
xernium, #ff5bd0
xernium_armor_boots, #ff54c5
xernium_armor_chestplate, #ff55cf
xernium_armor_helmet, #ff4abb
xernium_armor_leggings, #ff54c6
xernium_axe, #ff7dd3
xernium_hoe, #ff8de3
xernium_pickaxe, #ff86e1
xernium_shovel, #ff7ad4
xernium_sword, #ff6cd7
yellow_armor_boots, #fff812
yellow_armor_chestplate, #ffff11
yellow_armor_helmet, #fff208
yellow_armor_leggings, #fffb0a
yellow_catseye, #fff526
yellow_catseye_1_armor_boots, #ffda1b
yellow_catseye_1_armor_chestplate, #fff423
yellow_catseye_1_armor_helmet, #ffcd14
yellow_catseye_1_armor_leggings, #ffe122
yellow_catseye_axe, #d9b62c
yellow_catseye_hoe_recipe, #c09716
yellow_catseye_pickaxe, #d0a212
yellow_catseye_shovel, #f2c31f
yellow_catseye_sword, #ffca18
yellow_crossguard_sword, #fff255
yellow_cyber_sword, #ffd775
yellow_diamond, #ffff68
yellow_diamond_armor_boots, #ffff1c
yellow_diamond_armor_chestplate, #ffff29
yellow_diamond_armor_helmet, #ffff15
yellow_diamond_armor_leggings, #ffff1b
yellow_diamond_axe, #ffff3d
yellow_diamond_hoe, #ffff25
yellow_diamond_pickaxe, #ffff1e
yellow_diamond_shovel, #ffff20
yellow_diamond_sword, #ffff39
yellow_onyx, #ffff0b
yellow_onyx_axe, #ffe70f
yellow_onyx_hoe, #ffee05
yellow_onyx_pickaxe, #ffe60a
yellow_onyx_shovel, #ffe70c
yellow_onyx_sword, #ffeb0c
yellow_pearl, #ffffaf
yellow_pearl_1_armor_boots, #ffff82
yellow_pearl_1_armor_chestplate, #ffffac
yellow_pearl_1_armor_helmet, #ffff76
yellow_pearl_1_armor_leggings, #ffff96
yellow_pearl_axe, #d6bb48
yellow_pearl_hoe, #ae9733
yellow_pearl_pickaxe, #d4b446
yellow_pearl_shovel, #c8ac47
yellow_pearl_sword, #fffc7d
yellow_star_sapphire, #a08e1f
yellow_star_sapphire_axe, #d9c540
yellow_star_sapphire_hoe, #beac37
yellow_star_sapphire_pickaxe, #bcaa34
yellow_star_sapphire_shovel_recipe, #d9c23a
yellow_star_sapphire_sword, #c3ac16
yellowstar_armor_boots, #7f6f0c
yellowstar_armor_chestplate, #b9a72c
yellowstar_armor_helmet, #7f6f0e
yellowstar_armor_leggings, #897811
yttrium_armor_boots, #bb9b73
yttrium_armor_chestplate, #e4c091
yttrium_armor_helmet, #b89872
yttrium_armor_leggings, #c3a27a
yttrium_axe, #b2a170
yttrium_boots, #af9654
yttrium_chestplate, #d0b465
yttrium_helmet, #bba058
yttrium_hoe, #aea17f
yttrium_ingot, #d0b464
yttrium_leggings, #b59b57
yttrium_pickaxe, #b4a276
yttrium_shovel, #beae83
yttrium_sword, #a78d50
yurium, #79ebc8
yurium_armor_boots, #64f2c8
yurium_armor_chestplate, #6bf2c9
yurium_armor_helmet, #5edeb8
yurium_armor_leggings, #64f0c5
yurium_axe, #76f7d0
yurium_hoe, #7ffbd4
yurium_pickaxe, #7dfad4
yurium_shovel, #96ffe4
yurium_sword, #6ffcd2
zb_10, #122984
zb_11, #4a14a8
zb_12, #7c128c
zb_14, #891258
zb_2, #bc152d
zb_3, #bb2a15
zb_4, #aa5a0e
zb_5, #838612
zb_6, #3d8412
zb_7, #158a40
zb_8, #128c6e
zb_9, #128080
zebra_jasper, #9e9e9e
zebra_jasper_armor_boots, #979797
zebra_jasper_armor_chestplate, #a8a8a8
zebra_jasper_armor_helmet, #919191
zebra_jasper_armor_leggings, #9b9b9b
zebra_jasper_axe, #898787
zebra_jasper_pickaxe, #5b5b5b
zebra_jasper_sword, #878787
zebra_scythe, #646464
zebra_shovel, #6e6e6e
zinc, #a2bbb5
zinc_axe, #a8bbb8
zinc_hoe, #c0ccc9
zinc_pickaxe, #b9c6c3
zinc_shovel, #c2d0cc
zinc_sword, #8ea5a1
zink_armor_boots, #8da49e
zink_armor_chestplate, #a2bcb6
zink_armor_helmet, #849a96
zink_armor_leggings, #91aaa4
zircon_1, #a0513c
zircon_10, #2d47be
zircon_10armor_armor_boots, #1937aa
zircon_10armor_armor_chestplate, #3654d9
zircon_10armor_armor_helmet, #1b37ab
zircon_10armor_armor_leggings, #1c3cb4
zircon_11, #682dbe
zircon_11armor_armor_boots, #3e0c97
zircon_11armor_armor_chestplate, #5b19c5
zircon_11armor_armor_helmet, #3e0b98
zircon_11armor_armor_leggings, #430ca0
zircon_12, #af2dbc
zircon_12_hoe, #4d1457
zircon_12armor_armor_boots, #8c0fa1
zircon_12armor_armor_chestplate, #b620cc
zircon_12armor_armor_helmet, #8a0e9e
zircon_12armor_armor_leggings, #910ea7
zircon_14, #be2d7f
zircon_14_hoe, #57153d
zircon_14armor_armor_boots, #980f62
zircon_14armor_armor_chestplate, #ca1c80
zircon_14armor_armor_helmet, #9a0e61
zircon_14armor_armor_leggings, #a21168
zircon_1armor_armor_boots, #7f2916
zircon_1armor_armor_chestplate, #a74026
zircon_1armor_armor_helmet, #7f2916
zircon_1armor_armor_leggings, #862c19
zircon_2, #be2d41
zircon_2a_armor_boots, #9e0e1e
zircon_2a_armor_chestplate, #d02c3d
zircon_2a_armor_helmet, #9e0e1b
zircon_2a_armor_leggings, #a80f20
zircon_3, #be482d
zircon_3_hoe, #571911
zircon_3armor_armor_boots, #9d1e0a
zircon_3armor_armor_chestplate, #ca3314
zircon_3armor_armor_helmet, #9d1f0a
zircon_3armor_armor_leggings, #a5200a
zircon_4, #be7a2d
zircon_5, #b2b92d
zircon_5armor_armor_boots, #97970c
zircon_5armor_armor_chestplate, #c2c625
zircon_5armor_armor_helmet, #97980e
zircon_5armor_armor_leggings, #a0a00e
zircon_6, #62be2d
zircon_6armor_armor_boots, #4b9e0f
zircon_6armor_armor_chestplate, #6fd02f
zircon_6armor_armor_helmet, #489e0e
zircon_6armor_armor_leggings, #4ea811
zircon_7, #2dbe6c
zircon_7_hoe, #15552d
zircon_7armor_armor_boots, #b9740
zircon_7armor_armor_chestplate, #26c668
zircon_7armor_armor_helmet, #89740
zircon_7armor_armor_leggings, #ea147
zircon_8, #2dbe9e
zircon_8armor_armor_boots, #f9875
zircon_8armor_armor_chestplate, #26c6a1
zircon_8armor_armor_helmet, #e9a78
zircon_8armor_armor_leggings, #11a27d
zircon_9, #2db4b9
zircon_9armor_armor_boots, #f9391
zircon_9armor_armor_chestplate, #25bec0
zircon_9armor_armor_helmet, #e9393
zircon_9armor_armor_leggings, #b9a98
zircon_axe_1, #68291c
zircon_axe_10, #1e2d61
zircon_axe_11, #3c187a
zircon_axe_12, #701980
zircon_axe_14, #7c1b55
zircon_axe_2, #6c1120
zircon_axe_3, #7f2011
zircon_axe_4, #6e390c
zircon_axe_5, #6c6914
zircon_axe_6, #406f19
zircon_axe_7, #1b7a41
zircon_axe_8, #1b7a62
zircon_axe_9, #1b7678
zircon_blade_1, #9b3c26
zircon_hoe_1, #481f18
zircon_hoe_10, #182240
zircon_hoe_11, #2a1455
zircon_hoe_2, #500f19
zircon_hoe_4, #502c0e
zircon_hoe_5, #4e4d14
zircon_hoe_6, #2f5014
zircon_hoe_8, #155544
zircon_hoe_9, #155452
zircon_pickaxe_1, #5a2519
zircon_pickaxe_10, #1b2851
zircon_pickaxe_11, #34156b
zircon_pickaxe_12, #61166c
zircon_pickaxe_14, #6c184a
zircon_pickaxe_2, #640e1c
zircon_pickaxe_3, #6c1e11
zircon_pickaxe_4, #62340c
zircon_pickaxe_5, #686916
zircon_pickaxe_6, #304e19
zircon_pickaxe_7, #166b39
zircon_pickaxe_8, #166b55
zircon_pickaxe_9, #166868
zircon_shovel_1, #62291e
zircon_shovel_10, #1c295f
zircon_shovel_11, #391673
zircon_shovel_12, #6b1878
zircon_shovel_14, #751c50
zircon_shovel_2, #781928
zircon_shovel_3, #762214
zircon_shovel_4, #764312
zircon_shovel_5, #737319
zircon_shovel_6, #4a7a28
zircon_shovel_7, #19753d
zircon_shovel_8, #19755e
zircon_shovel_9, #197070
zirconarmor_4_armor_boots, #9d4e05
zirconarmor_4_armor_chestplate, #ca7314
zirconarmor_4_armor_helmet, #9b5005
zirconarmor_4_armor_leggings, #a45407
zirconium_axe, #ab967d
zirconium_hoe, #a29484
zirconium_ingot, #c5a075
zirconium_pickaxe, #a2917c
zirconium_shovel, #ae9b87
zirconium_sword, #a18462
